image_path,annotated_path,label,norm_x,norm_y,eye_x,eye_y,eye_w,eye_h,pupil_x,pupil_y,kmeans_label
colds_repositioned_images/image0000849.jpg,Pupil_annotated_images/image0000849.jpg,top,0.6,0.0,54,39,10,6,6,0,1
colds_repositioned_images/image0001066.jpg,Pupil_annotated_images/image0001066.jpg,left,0.25,0.25,54,37,12,4,3,1,0
colds_repositioned_images/image0001187.jpg,Pupil_annotated_images/image0001187.jpg,top,0.5833333333333334,0.0,58,34,12,5,7,0,1
colds_repositioned_images/image0001225.jpg,Pupil_annotated_images/image0001225.jpg,top,0.5833333333333334,0.16666666666666666,48,38,12,6,7,1,3
colds_repositioned_images/image0001501.jpg,Pupil_annotated_images/image0001501.jpg,top,0.4166666666666667,0.2,57,42,12,5,5,1,0
colds_repositioned_images/image0001524.jpg,Pupil_annotated_images/image0001524.jpg,top,0.4166666666666667,0.25,54,41,12,4,5,1,0
colds_repositioned_images/image0001819.jpg,Pupil_annotated_images/image0001819.jpg,top,0.5882352941176471,0.2,60,36,17,5,10,1,3
colds_repositioned_images/image0001892.jpg,Pupil_annotated_images/image0001892.jpg,top,0.46153846153846156,0.0,56,41,13,4,6,0,4
colds_repositioned_images/image0002406.jpg,Pupil_annotated_images/image0002406.jpg,left,0.0625,0.1,60,34,16,10,1,1,2
colds_repositioned_images/image0002490.jpg,Pupil_annotated_images/image0002490.jpg,top,0.08333333333333333,0.0,48,28,12,7,1,0,2
colds_repositioned_images/image0002524.jpg,Pupil_annotated_images/image0002524.jpg,top,0.5,0.16666666666666666,58,42,12,6,6,1,4
colds_repositioned_images/image0003001.jpg,Pupil_annotated_images/image0003001.jpg,left,0.07692307692307693,0.3333333333333333,54,39,13,3,1,1,2
colds_repositioned_images/image0003315.jpg,Pupil_annotated_images/image0003315.jpg,left,0.0,0.0,57,37,13,4,0,0,2
colds_repositioned_images/image0003432.jpg,Pupil_annotated_images/image0003432.jpg,top,0.7692307692307693,0.0,58,44,13,4,10,0,1
colds_repositioned_images/image0003669.jpg,Pupil_annotated_images/image0003669.jpg,left,0.0,0.2,53,39,10,5,0,1,2
colds_repositioned_images/image0004079.jpg,Pupil_annotated_images/image0004079.jpg,top,0.4166666666666667,0.0,56,36,12,4,5,0,4
colds_repositioned_images/image0004369.jpg,Pupil_annotated_images/image0004369.jpg,top,0.25,0.16666666666666666,54,43,12,6,3,1,2
colds_repositioned_images/image0004385.jpg,Pupil_annotated_images/image0004385.jpg,top,0.6363636363636364,0.25,49,41,11,4,7,1,3
colds_repositioned_images/image0004466.jpg,Pupil_annotated_images/image0004466.jpg,top,0.6153846153846154,0.3333333333333333,56,36,13,6,8,2,3
colds_repositioned_images/image0005175.jpg,Pupil_annotated_images/image0005175.jpg,top,0.5,0.0,58,38,12,4,6,0,4
colds_repositioned_images/image0005449.jpg,Pupil_annotated_images/image0005449.jpg,top,0.5,0.3333333333333333,52,35,12,3,6,1,0
colds_repositioned_images/image0005451.jpg,Pupil_annotated_images/image0005451.jpg,top,0.5454545454545454,0.3333333333333333,58,38,11,3,6,1,3
colds_repositioned_images/image0005495.jpg,Pupil_annotated_images/image0005495.jpg,top,0.5,0.0,54,42,12,6,6,0,4
colds_repositioned_images/image0005865.jpg,Pupil_annotated_images/image0005865.jpg,top,0.5333333333333333,0.3333333333333333,60,37,15,6,8,2,0
colds_repositioned_images/image0006101.jpg,Pupil_annotated_images/image0006101.jpg,top,0.4166666666666667,0.25,59,39,12,4,5,1,0
colds_repositioned_images/image0007171.jpg,Pupil_annotated_images/image0007171.jpg,top,0.6363636363636364,0.0,53,44,11,5,7,0,1
colds_repositioned_images/image0007757.jpg,Pupil_annotated_images/image0007757.jpg,top,0.3076923076923077,0.0,55,40,13,5,4,0,4
colds_repositioned_images/image0008214.jpg,Pupil_annotated_images/image0008214.jpg,top,0.8461538461538461,0.0,57,40,13,6,11,0,1
colds_repositioned_images/image0008289.jpg,Pupil_annotated_images/image0008289.jpg,top,0.16666666666666666,0.0,60,41,12,5,2,0,2
colds_repositioned_images/image0008332.jpg,Pupil_annotated_images/image0008332.jpg,top,0.25,0.0,57,41,12,3,3,0,4
colds_repositioned_images/image0008920.jpg,Pupil_annotated_images/image0008920.jpg,left,0.14285714285714285,0.25,58,37,14,4,2,1,2
colds_repositioned_images/image0008958.jpg,Pupil_annotated_images/image0008958.jpg,top,0.6666666666666666,0.0,49,38,9,5,6,0,1
colds_repositioned_images/image0008971.jpg,Pupil_annotated_images/image0008971.jpg,top,0.6,0.0,56,40,10,4,6,0,1
colds_repositioned_images/image0009379.jpg,Pupil_annotated_images/image0009379.jpg,top,0.8571428571428571,0.0,57,34,14,4,12,0,1
colds_repositioned_images/image0009396.jpg,Pupil_annotated_images/image0009396.jpg,center,0.46153846153846156,0.4,55,32,13,5,6,2,0
colds_repositioned_images/image0009948.jpg,Pupil_annotated_images/image0009948.jpg,top,0.4166666666666667,0.0,59,38,12,5,5,0,4
colds_repositioned_images/image0009966.jpg,Pupil_annotated_images/image0009966.jpg,top,0.1,0.0,57,40,10,6,1,0,2
colds_repositioned_images/image0010003.jpg,Pupil_annotated_images/image0010003.jpg,top,0.46153846153846156,0.0,60,39,13,4,6,0,4
colds_repositioned_images/image0010004.jpg,Pupil_annotated_images/image0010004.jpg,right,0.8181818181818182,0.25,56,41,11,4,9,1,3
colds_repositioned_images/image0010015.jpg,Pupil_annotated_images/image0010015.jpg,top,0.5833333333333334,0.3333333333333333,55,45,12,3,7,1,3
colds_repositioned_images/image0010520.jpg,Pupil_annotated_images/image0010520.jpg,top,0.08333333333333333,0.0,61,39,12,5,1,0,2
colds_repositioned_images/image0010786.jpg,Pupil_annotated_images/image0010786.jpg,top,0.7692307692307693,0.0,58,36,13,7,10,0,1
colds_repositioned_images/image0011063.jpg,Pupil_annotated_images/image0011063.jpg,top,0.6153846153846154,0.3333333333333333,58,38,13,3,8,1,3
colds_repositioned_images/image0011180.jpg,Pupil_annotated_images/image0011180.jpg,top,0.4,0.3333333333333333,60,41,10,3,4,1,0
colds_repositioned_images/image0011187.jpg,Pupil_annotated_images/image0011187.jpg,top,0.46153846153846156,0.0,62,40,13,6,6,0,4
colds_repositioned_images/image0011819.jpg,Pupil_annotated_images/image0011819.jpg,top,0.2727272727272727,0.25,51,38,11,4,3,1,0
colds_repositioned_images/image0012384.jpg,Pupil_annotated_images/image0012384.jpg,top,0.6666666666666666,0.0,52,38,12,4,8,0,1
colds_repositioned_images/image0012533.jpg,Pupil_annotated_images/image0012533.jpg,top,0.6923076923076923,0.0,58,41,13,6,9,0,1
colds_repositioned_images/image0012820.jpg,Pupil_annotated_images/image0012820.jpg,top,0.4166666666666667,0.0,57,38,12,6,5,0,4
colds_repositioned_images/image0013090.jpg,Pupil_annotated_images/image0013090.jpg,top,0.6,0.0,53,38,10,5,6,0,1
colds_repositioned_images/image0013571.jpg,Pupil_annotated_images/image0013571.jpg,top,0.4666666666666667,0.0,60,42,15,6,7,0,4
colds_repositioned_images/image0013710.jpg,Pupil_annotated_images/image0013710.jpg,top,0.3333333333333333,0.0,56,42,12,6,4,0,4
colds_repositioned_images/image0013749.jpg,Pupil_annotated_images/image0013749.jpg,top,0.3333333333333333,0.0,52,37,12,5,4,0,4
colds_repositioned_images/image0013755.jpg,Pupil_annotated_images/image0013755.jpg,left,0.07692307692307693,0.3333333333333333,49,27,13,6,1,2,2
colds_repositioned_images/image0013831.jpg,Pupil_annotated_images/image0013831.jpg,top,0.6666666666666666,0.0,60,42,12,5,8,0,1
colds_repositioned_images/image0013918.jpg,Pupil_annotated_images/image0013918.jpg,left,0.18181818181818182,0.3333333333333333,51,38,11,3,2,1,2
colds_repositioned_images/image0013929.jpg,Pupil_annotated_images/image0013929.jpg,top,0.25,0.0,58,34,12,6,3,0,4
colds_repositioned_images/image0014195.jpg,Pupil_annotated_images/image0014195.jpg,top,0.45454545454545453,0.3333333333333333,57,41,11,3,5,1,0
colds_repositioned_images/image0014501.jpg,Pupil_annotated_images/image0014501.jpg,top,0.45454545454545453,0.0,58,39,11,5,5,0,4
colds_repositioned_images/image0014635.jpg,Pupil_annotated_images/image0014635.jpg,top,0.8666666666666667,0.0,60,37,15,5,13,0,1
colds_repositioned_images/image0014715.jpg,Pupil_annotated_images/image0014715.jpg,left,0.2,0.2,57,40,10,5,2,1,2
colds_repositioned_images/image0015054.jpg,Pupil_annotated_images/image0015054.jpg,top,0.38461538461538464,0.0,57,40,13,5,5,0,4
colds_repositioned_images/image0015481.jpg,Pupil_annotated_images/image0015481.jpg,top,0.5238095238095238,0.16666666666666666,64,25,21,6,11,1,3
colds_repositioned_images/image0015491.jpg,Pupil_annotated_images/image0015491.jpg,top,0.4166666666666667,0.0,55,36,12,4,5,0,4
colds_repositioned_images/image0015559.jpg,Pupil_annotated_images/image0015559.jpg,top,0.36363636363636365,0.0,55,38,11,5,4,0,4
colds_repositioned_images/image0015712.jpg,Pupil_annotated_images/image0015712.jpg,top,0.5833333333333334,0.0,59,39,12,3,7,0,1
colds_repositioned_images/image0015760.jpg,Pupil_annotated_images/image0015760.jpg,top,0.3333333333333333,0.14285714285714285,59,45,12,7,4,1,4
colds_repositioned_images/image0016141.jpg,Pupil_annotated_images/image0016141.jpg,top,0.38461538461538464,0.0,64,40,13,6,5,0,4
colds_repositioned_images/image0016252.jpg,Pupil_annotated_images/image0016252.jpg,top,0.5454545454545454,0.0,56,40,11,5,6,0,4
colds_repositioned_images/image0016471.jpg,Pupil_annotated_images/image0016471.jpg,top,0.8333333333333334,0.0,56,38,12,5,10,0,1
colds_repositioned_images/image0016859.jpg,Pupil_annotated_images/image0016859.jpg,top,0.6666666666666666,0.0,58,30,15,6,10,0,1
colds_repositioned_images/image0016888.jpg,Pupil_annotated_images/image0016888.jpg,top,0.5,0.0,54,36,12,4,6,0,4
colds_repositioned_images/image0017077.jpg,Pupil_annotated_images/image0017077.jpg,top,0.45454545454545453,0.0,51,40,11,6,5,0,4
colds_repositioned_images/image0017080.jpg,Pupil_annotated_images/image0017080.jpg,top,0.6,0.2,49,37,10,5,6,1,3
colds_repositioned_images/image0017089.jpg,Pupil_annotated_images/image0017089.jpg,top,0.8666666666666667,0.0,57,30,15,7,13,0,1
colds_repositioned_images/image0017704.jpg,Pupil_annotated_images/image0017704.jpg,top,0.46153846153846156,0.0,56,38,13,6,6,0,4
colds_repositioned_images/image0017758.jpg,Pupil_annotated_images/image0017758.jpg,top,0.4166666666666667,0.14285714285714285,51,38,12,7,5,1,4
colds_repositioned_images/image0017914.jpg,Pupil_annotated_images/image0017914.jpg,top,0.16666666666666666,0.0,57,32,12,6,2,0,2
colds_repositioned_images/image0017957.jpg,Pupil_annotated_images/image0017957.jpg,top,0.6923076923076923,0.0,56,36,13,5,9,0,1
colds_repositioned_images/image0017976.jpg,Pupil_annotated_images/image0017976.jpg,top,0.4666666666666667,0.0,60,35,15,5,7,0,4
colds_repositioned_images/image0018018.jpg,Pupil_annotated_images/image0018018.jpg,top,0.5833333333333334,0.0,52,34,12,6,7,0,1
colds_repositioned_images/image0018210.jpg,Pupil_annotated_images/image0018210.jpg,center,0.5,0.6,53,38,12,5,6,3,0
colds_repositioned_images/image0018238.jpg,Pupil_annotated_images/image0018238.jpg,top,0.5,0.0,53,40,10,4,5,0,4
colds_repositioned_images/image0018272.jpg,Pupil_annotated_images/image0018272.jpg,top,0.21428571428571427,0.16666666666666666,52,33,14,6,3,1,2
colds_repositioned_images/image0018373.jpg,Pupil_annotated_images/image0018373.jpg,top,0.7142857142857143,0.125,58,41,14,8,10,1,1
colds_repositioned_images/image0018386.jpg,Pupil_annotated_images/image0018386.jpg,top,0.058823529411764705,0.0,62,32,17,6,1,0,2
colds_repositioned_images/image0018517.jpg,Pupil_annotated_images/image0018517.jpg,top,0.4166666666666667,0.0,54,47,12,2,5,0,4
colds_repositioned_images/image0018915.jpg,Pupil_annotated_images/image0018915.jpg,top,0.2727272727272727,0.0,52,32,11,4,3,0,4
colds_repositioned_images/image0018980.jpg,Pupil_annotated_images/image0018980.jpg,top,0.8571428571428571,0.0,63,37,14,7,12,0,1
colds_repositioned_images/image0019006.jpg,Pupil_annotated_images/image0019006.jpg,top,0.35714285714285715,0.0,50,34,14,6,5,0,4
colds_repositioned_images/image0019273.jpg,Pupil_annotated_images/image0019273.jpg,left,0.0,0.0,52,39,10,5,0,0,2
colds_repositioned_images/image0019325.jpg,Pupil_annotated_images/image0019325.jpg,top,0.5882352941176471,0.0,59,30,17,7,10,0,1
colds_repositioned_images/image0019328.jpg,Pupil_annotated_images/image0019328.jpg,top,0.3333333333333333,0.0,58,37,12,5,4,0,4
colds_repositioned_images/image0019373.jpg,Pupil_annotated_images/image0019373.jpg,left,0.0,0.5,59,38,11,4,0,2,2
colds_repositioned_images/image0019439.jpg,Pupil_annotated_images/image0019439.jpg,left,0.0,0.0,59,38,13,4,0,0,2
colds_repositioned_images/image0019493.jpg,Pupil_annotated_images/image0019493.jpg,right,0.8666666666666667,0.2,60,37,15,5,13,1,3
colds_repositioned_images/image0019538.jpg,Pupil_annotated_images/image0019538.jpg,top,0.1111111111111111,0.0,49,39,9,5,1,0,2
colds_repositioned_images/image0019662.jpg,Pupil_annotated_images/image0019662.jpg,top,0.42857142857142855,0.0,57,37,14,6,6,0,4
colds_repositioned_images/image0019951.jpg,Pupil_annotated_images/image0019951.jpg,center,0.4666666666666667,0.6,61,45,15,5,7,3,0
colds_repositioned_images/image0020043.jpg,Pupil_annotated_images/image0020043.jpg,top,0.4666666666666667,0.3333333333333333,55,29,15,6,7,2,0
colds_repositioned_images/image0020072.jpg,Pupil_annotated_images/image0020072.jpg,top,0.5,0.0,59,33,14,6,7,0,4
colds_repositioned_images/image0020074.jpg,Pupil_annotated_images/image0020074.jpg,top,0.36363636363636365,0.25,54,36,11,4,4,1,0
colds_repositioned_images/image0020323.jpg,Pupil_annotated_images/image0020323.jpg,top,0.3076923076923077,0.25,55,39,13,4,4,1,0
colds_repositioned_images/image0020333.jpg,Pupil_annotated_images/image0020333.jpg,top,0.6923076923076923,0.2,54,38,13,5,9,1,3
colds_repositioned_images/image0020379.jpg,Pupil_annotated_images/image0020379.jpg,top,0.45454545454545453,0.0,53,35,11,5,5,0,4
colds_repositioned_images/image0020384.jpg,Pupil_annotated_images/image0020384.jpg,top,0.46153846153846156,0.0,48,33,13,6,6,0,4
colds_repositioned_images/image0020404.jpg,Pupil_annotated_images/image0020404.jpg,top,0.7272727272727273,0.0,56,47,11,5,8,0,1
colds_repositioned_images/image0020522.jpg,Pupil_annotated_images/image0020522.jpg,top,0.6,0.0,54,43,10,3,6,0,1
colds_repositioned_images/image0020606.jpg,Pupil_annotated_images/image0020606.jpg,top,0.4,0.25,57,38,10,4,4,1,0
colds_repositioned_images/image0020626.jpg,Pupil_annotated_images/image0020626.jpg,top,0.5882352941176471,0.25,64,35,17,8,10,2,3
colds_repositioned_images/image0020755.jpg,Pupil_annotated_images/image0020755.jpg,top,0.25,0.2,54,38,12,5,3,1,2
colds_repositioned_images/image0020803.jpg,Pupil_annotated_images/image0020803.jpg,top,0.7142857142857143,0.16666666666666666,55,36,14,6,10,1,3
colds_repositioned_images/image0020817.jpg,Pupil_annotated_images/image0020817.jpg,top,0.4444444444444444,0.25,56,41,9,4,4,1,0
colds_repositioned_images/image0020866.jpg,Pupil_annotated_images/image0020866.jpg,right,0.8333333333333334,0.25,52,40,12,4,10,1,3
colds_repositioned_images/image0020869.jpg,Pupil_annotated_images/image0020869.jpg,top,0.5555555555555556,0.0,52,42,9,5,5,0,4
colds_repositioned_images/image0021039.jpg,Pupil_annotated_images/image0021039.jpg,top,0.5454545454545454,0.25,52,37,11,4,6,1,3
colds_repositioned_images/image0021155.jpg,Pupil_annotated_images/image0021155.jpg,top,0.2727272727272727,0.25,58,41,11,4,3,1,0
colds_repositioned_images/image0021202.jpg,Pupil_annotated_images/image0021202.jpg,top,0.6666666666666666,0.3333333333333333,56,38,12,6,8,2,3
colds_repositioned_images/image0021218.jpg,Pupil_annotated_images/image0021218.jpg,top,0.15384615384615385,0.0,59,37,13,4,2,0,2
colds_repositioned_images/image0021309.jpg,Pupil_annotated_images/image0021309.jpg,top,0.36363636363636365,0.25,54,41,11,4,4,1,0
colds_repositioned_images/image0021312.jpg,Pupil_annotated_images/image0021312.jpg,top,0.5714285714285714,0.25,56,40,14,4,8,1,3
colds_repositioned_images/image0021390.jpg,Pupil_annotated_images/image0021390.jpg,top,0.45454545454545453,0.25,53,41,11,4,5,1,0
colds_repositioned_images/image0021427.jpg,Pupil_annotated_images/image0021427.jpg,top,0.6,0.0,48,36,10,5,6,0,1
colds_repositioned_images/image0021608.jpg,Pupil_annotated_images/image0021608.jpg,top,0.38461538461538464,0.0,59,33,13,6,5,0,4
colds_repositioned_images/image0021820.jpg,Pupil_annotated_images/image0021820.jpg,top,0.46153846153846156,0.0,57,38,13,6,6,0,4
colds_repositioned_images/image0021879.jpg,Pupil_annotated_images/image0021879.jpg,top,0.2,0.0,49,35,10,6,2,0,2
colds_repositioned_images/image0021987.jpg,Pupil_annotated_images/image0021987.jpg,top,0.7,0.0,49,36,10,5,7,0,1
colds_repositioned_images/image0022253.jpg,Pupil_annotated_images/image0022253.jpg,right,0.8333333333333334,0.25,53,40,12,4,10,1,3
colds_repositioned_images/image0022281.jpg,Pupil_annotated_images/image0022281.jpg,left,0.15384615384615385,0.25,54,44,13,4,2,1,2
colds_repositioned_images/image0022328.jpg,Pupil_annotated_images/image0022328.jpg,top,0.25,0.0,57,42,12,5,3,0,4
colds_repositioned_images/image0022408.jpg,Pupil_annotated_images/image0022408.jpg,top,0.38461538461538464,0.25,54,36,13,4,5,1,0
colds_repositioned_images/image0022500.jpg,Pupil_annotated_images/image0022500.jpg,top,0.5384615384615384,0.0,49,33,13,6,7,0,4
colds_repositioned_images/image0022532.jpg,Pupil_annotated_images/image0022532.jpg,top,0.3333333333333333,0.0,60,34,15,5,5,0,4
colds_repositioned_images/image0022547.jpg,Pupil_annotated_images/image0022547.jpg,top,0.8888888888888888,0.0,59,30,18,7,16,0,1
colds_repositioned_images/image0022632.jpg,Pupil_annotated_images/image0022632.jpg,top,0.4166666666666667,0.25,55,35,12,4,5,1,0
colds_repositioned_images/image0022722.jpg,Pupil_annotated_images/image0022722.jpg,center,0.4444444444444444,0.4,49,39,9,5,4,2,0
colds_repositioned_images/image0022756.jpg,Pupil_annotated_images/image0022756.jpg,top,0.36363636363636365,0.2,56,44,11,5,4,1,0
colds_repositioned_images/image0022757.jpg,Pupil_annotated_images/image0022757.jpg,top,0.8571428571428571,0.0,59,34,14,6,12,0,1
colds_repositioned_images/image0022873.jpg,Pupil_annotated_images/image0022873.jpg,top,0.2,0.14285714285714285,53,35,15,7,3,1,2
colds_repositioned_images/image0022885.jpg,Pupil_annotated_images/image0022885.jpg,left,0.0,0.0,56,34,11,7,0,0,2
colds_repositioned_images/image0022886.jpg,Pupil_annotated_images/image0022886.jpg,top,0.3076923076923077,0.25,60,34,13,4,4,1,0
colds_repositioned_images/image0022908.jpg,Pupil_annotated_images/image0022908.jpg,top,0.6666666666666666,0.0,55,37,12,5,8,0,1
colds_repositioned_images/image0023261.jpg,Pupil_annotated_images/image0023261.jpg,top,0.3333333333333333,0.0,55,40,12,2,4,0,4
