Image Name,Height,Width,Ratio
ffhq_2329.png,4.0,23.0,5.75
ffhq_232.png,1.0,16.031,16.031
ffhq_2343.png,4.0,18.0,4.5
ffhq_2351.png,7.0,24.0,3.429
ffhq_2370.png,1.0,18.028,18.028
ffhq_2372.png,4.0,21.0,5.25
ffhq_2376.png,1.0,17.0,17.0
ffhq_237.png,5.0,16.0,3.2
ffhq_2381.png,3.0,20.025,6.675
ffhq_2393.png,3.162,12.0,3.795
ffhq_2408.png,4.123,22.023,5.341
ffhq_2423.png,3.0,23.022,7.674
ffhq_2431.png,1.0,16.0,16.0
ffhq_2434.png,2.0,15.0,7.5
ffhq_2447.png,3.0,25.0,8.333
ffhq_2452.png,1.0,21.0,21.0
ffhq_2453.png,1.0,16.031,16.031
ffhq_2465.png,5.0,20.025,4.005
ffhq_2474.png,2.0,16.031,8.016
ffhq_2476.png,4.0,16.031,4.008
ffhq_2499.png,4.0,26.0,6.5
ffhq_24.png,6.083,14.036,2.307
ffhq_2503.png,3.0,16.031,5.344
ffhq_2505.png,1.0,18.0,18.0
ffhq_2532.png,4.0,23.0,5.75
ffhq_2545.png,5.0,24.021,4.804
ffhq_2547.png,9.0,23.0,2.556
ffhq_2552.png,1.0,17.029,17.029
ffhq_2558.png,1.414,14.142,10.0
ffhq_255.png,1.414,20.0,14.142
ffhq_2567.png,4.123,21.024,5.099
ffhq_256.png,4.0,20.025,5.006
ffhq_2575.png,5.099,18.439,3.616
ffhq_2588.png,2.0,17.029,8.515
ffhq_2591.png,5.0,20.025,4.005
ffhq_2598.png,3.0,21.095,7.032
ffhq_2599.png,4.0,23.022,5.755
ffhq_2618.png,3.0,13.038,4.346
ffhq_2623.png,2.0,20.025,10.012
ffhq_2624.png,4.0,25.02,6.255
ffhq_2625.png,2.0,15.133,7.566
ffhq_2629.png,2.0,10.0,5.0
ffhq_262.png,4.0,24.0,6.0
ffhq_2644.png,3.0,24.083,8.028
ffhq_2654.png,7.0,24.021,3.432
ffhq_2691.png,1.0,14.036,14.036
ffhq_2699.png,1.0,14.0,14.0
ffhq_2703.png,5.0,16.0,3.2
ffhq_2713.png,3.0,12.042,4.014
ffhq_2725.png,9.055,22.023,2.432
ffhq_2737.png,4.123,23.0,5.578
ffhq_2767.png,1.0,16.0,16.0
ffhq_2770.png,8.0,26.019,3.252
ffhq_2780.png,1.414,19.026,13.454
ffhq_278.png,7.0,13.038,1.863
ffhq_2796.png,1.0,17.0,17.0
ffhq_2806.png,1.0,18.0,18.0
ffhq_2809.png,5.0,17.029,3.406
ffhq_281.png,1.414,20.0,14.142
ffhq_2823.png,2.0,14.036,7.018
ffhq_283.png,2.0,26.019,13.01
ffhq_2841.png,3.0,18.0,6.0
ffhq_2872.png,1.0,16.031,16.031
ffhq_2900.png,1.0,15.0,15.0
ffhq_2925.png,4.123,13.038,3.162
ffhq_2961.png,5.099,22.0,4.315
ffhq_2976.png,1.0,15.0,15.0
ffhq_2985.png,2.0,22.023,11.011
ffhq_2999.png,3.0,18.028,6.009
ffhq_3022.png,1.0,15.033,15.033
ffhq_302.png,6.0,23.022,3.837
ffhq_3034.png,6.083,22.023,3.621
ffhq_3039.png,5.099,13.153,2.58
ffhq_3040.png,3.0,17.0,5.667
ffhq_3050.png,6.0,21.0,3.5
ffhq_3055.png,5.0,20.025,4.005
ffhq_3076.png,8.0,18.0,2.25
ffhq_3085.png,4.0,23.0,5.75
ffhq_3129.png,1.0,23.0,23.0
ffhq_3135.png,3.162,23.022,7.28
ffhq_313.png,6.0,16.031,2.672
ffhq_3147.png,1.414,15.0,10.607
ffhq_3155.png,7.0,25.0,3.571
ffhq_3157.png,4.0,24.021,6.005
ffhq_3161.png,5.0,24.083,4.817
ffhq_3171.png,6.0,24.0,4.0
ffhq_3195.png,4.0,23.022,5.755
ffhq_31.png,2.0,14.036,7.018
ffhq_3207.png,5.0,21.0,4.2
ffhq_3225.png,2.0,18.111,9.055
ffhq_3228.png,3.0,21.024,7.008
ffhq_3239.png,3.0,14.036,4.679
ffhq_3243.png,8.0,18.0,2.25
ffhq_326.png,1.0,17.029,17.029
ffhq_3286.png,1.0,18.028,18.028
ffhq_332.png,4.0,15.033,3.758
ffhq_3353.png,4.0,21.0,5.25
ffhq_3377.png,3.162,15.033,4.754
ffhq_3386.png,4.0,20.1,5.025
ffhq_338.png,2.0,15.0,7.5
ffhq_3451.png,3.162,24.021,7.596
ffhq_3456.png,3.162,19.0,6.008
ffhq_3479.png,7.071,19.105,2.702
ffhq_351.png,5.0,20.0,4.0
ffhq_3536.png,5.0,22.0,4.4
ffhq_354.png,2.0,23.0,11.5
ffhq_3555.png,8.062,21.0,2.605
ffhq_3557.png,3.162,22.091,6.986
ffhq_3563.png,4.0,23.0,5.75
ffhq_3583.png,3.0,17.0,5.667
ffhq_359.png,1.0,19.026,19.026
ffhq_35.png,4.0,16.031,4.008
ffhq_3604.png,4.0,19.0,4.75
ffhq_3606.png,5.0,21.024,4.205
ffhq_3619.png,7.0,13.0,1.857
ffhq_3630.png,2.0,22.023,11.011
ffhq_3641.png,4.0,22.0,5.5
ffhq_3644.png,5.0,22.0,4.4
ffhq_3661.png,4.0,20.025,5.006
ffhq_3667.png,4.0,21.024,5.256
ffhq_3677.png,2.236,24.021,10.742
ffhq_3690.png,5.0,22.023,4.405
ffhq_36.png,2.236,16.0,7.155
ffhq_3710.png,4.0,20.0,5.0
ffhq_3722.png,6.0,24.187,4.031
ffhq_373.png,1.0,21.024,21.024
ffhq_374.png,1.0,16.0,16.0
ffhq_3758.png,1.0,15.0,15.0
ffhq_375.png,8.062,19.105,2.37
ffhq_3762.png,1.0,21.024,21.024
ffhq_3765.png,1.0,18.0,18.0
ffhq_3794.png,3.0,19.026,6.342
ffhq_379.png,4.0,26.0,6.5
ffhq_3805.png,6.0,14.142,2.357
ffhq_3806.png,2.0,21.024,10.512
ffhq_381.png,2.0,17.029,8.515
ffhq_3826.png,6.0,23.022,3.837
ffhq_3858.png,6.083,25.02,4.113
ffhq_3862.png,3.0,15.033,5.011
ffhq_3863.png,1.0,17.029,17.029
ffhq_3865.png,3.162,15.033,4.754
ffhq_3868.png,1.0,13.038,13.038
ffhq_3869.png,5.099,21.0,4.118
ffhq_3874.png,4.0,23.022,5.755
ffhq_3886.png,1.0,15.033,15.033
ffhq_3888.png,5.0,24.0,4.8
ffhq_388.png,2.0,18.0,9.0
ffhq_3892.png,1.0,15.033,15.033
ffhq_390.png,11.0,16.0,1.455
ffhq_3926.png,1.414,10.05,7.106
ffhq_3943.png,6.0,22.0,3.667
ffhq_3945.png,4.123,23.0,5.578
ffhq_3968.png,5.0,22.023,4.405
ffhq_3974.png,6.0,23.022,3.837
ffhq_3979.png,1.0,22.0,22.0
ffhq_399.png,1.0,15.033,15.033
ffhq_402.png,3.0,13.0,4.333
ffhq_4052.png,4.0,26.0,6.5
ffhq_4071.png,8.0,24.0,3.0
ffhq_4080.png,1.0,15.033,15.033
ffhq_4085.png,1.0,19.0,19.0
ffhq_4110.png,1.414,17.0,12.021
ffhq_4114.png,1.0,18.0,18.0
ffhq_4115.png,6.0,23.022,3.837
ffhq_4128.png,3.0,25.0,8.333
ffhq_4149.png,2.236,18.028,8.062
ffhq_4178.png,1.0,17.029,17.029
ffhq_417.png,5.0,13.0,2.6
ffhq_41.png,4.0,14.142,3.536
ffhq_4211.png,4.0,16.031,4.008
ffhq_4213.png,7.071,26.077,3.688
ffhq_4216.png,5.0,25.0,5.0
ffhq_4221.png,6.0,20.025,3.337
ffhq_4223.png,5.0,22.0,4.4
ffhq_4224.png,2.0,13.038,6.519
ffhq_422.png,2.0,18.028,9.014
ffhq_4232.png,6.0,22.023,3.67
ffhq_4244.png,1.0,16.031,16.031
ffhq_4251.png,3.0,20.025,6.675
ffhq_4253.png,2.0,16.0,8.0
ffhq_4261.png,7.0,22.023,3.146
ffhq_4262.png,4.123,23.0,5.578
ffhq_4268.png,5.0,25.02,5.004
ffhq_4269.png,8.0,21.0,2.625
ffhq_427.png,1.0,20.0,20.0
ffhq_4282.png,5.0,14.0,2.8
ffhq_4286.png,2.0,20.0,10.0
ffhq_4307.png,4.123,22.0,5.336
ffhq_4340.png,4.0,22.023,5.506
ffhq_4353.png,2.0,17.0,8.5
ffhq_4358.png,1.0,20.0,20.0
ffhq_435.png,4.0,21.024,5.256
ffhq_4360.png,4.123,19.026,4.615
ffhq_4367.png,3.0,22.0,7.333
ffhq_4370.png,1.0,20.0,20.0
ffhq_4374.png,3.0,19.0,6.333
ffhq_4375.png,6.083,23.087,3.795
ffhq_4376.png,1.0,18.0,18.0
ffhq_4384.png,1.0,19.0,19.0
ffhq_4392.png,2.236,14.036,6.277
ffhq_4398.png,4.0,13.342,3.335
ffhq_4401.png,4.0,22.0,5.5
ffhq_440.png,1.0,15.0,15.0
ffhq_441.png,3.0,14.036,4.679
ffhq_4422.png,7.0,12.042,1.72
ffhq_4426.png,1.0,12.0,12.0
ffhq_4447.png,1.0,14.0,14.0
ffhq_4459.png,1.0,17.0,17.0
ffhq_4461.png,1.0,17.029,17.029
ffhq_4464.png,1.414,20.025,14.16
ffhq_4473.png,5.0,23.0,4.6
ffhq_4479.png,2.236,22.0,9.839
ffhq_4514.png,2.0,17.029,8.515
ffhq_4517.png,2.0,19.026,9.513
ffhq_4533.png,1.0,18.028,18.028
ffhq_4536.png,3.0,12.0,4.0
ffhq_4561.png,1.0,20.025,20.025
ffhq_4572.png,2.0,18.111,9.055
ffhq_4580.png,1.0,21.024,21.024
ffhq_4597.png,4.0,23.022,5.755
ffhq_4599.png,3.0,14.036,4.679
ffhq_4601.png,9.055,22.0,2.429
ffhq_4607.png,3.0,24.021,8.007
ffhq_460.png,1.0,18.0,18.0
ffhq_4637.png,3.162,16.0,5.06
ffhq_4659.png,6.0,21.0,3.5
ffhq_4676.png,3.0,18.028,6.009
ffhq_4677.png,3.0,20.0,6.667
ffhq_4685.png,6.0,25.0,4.167
ffhq_4691.png,1.0,13.0,13.0
ffhq_4703.png,4.123,25.0,6.063
ffhq_470.png,2.0,17.0,8.5
ffhq_471.png,6.0,22.023,3.67
ffhq_4721.png,1.0,20.025,20.025
ffhq_474.png,6.0,21.024,3.504
ffhq_4754.png,5.0,16.0,3.2
ffhq_4765.png,4.0,20.0,5.0
ffhq_4778.png,2.0,21.024,10.512
ffhq_4783.png,1.0,17.029,17.029
ffhq_4793.png,1.0,16.031,16.031
ffhq_4803.png,3.162,18.248,5.771
ffhq_4821.png,5.0,26.019,5.204
ffhq_4838.png,5.0,23.022,4.604
ffhq_4862.png,5.0,24.0,4.8
ffhq_4867.png,2.236,17.0,7.603
ffhq_4876.png,4.0,12.042,3.01
ffhq_4879.png,2.0,10.05,5.025
ffhq_4897.png,5.099,19.0,3.726
ffhq_4917.png,1.0,15.0,15.0
ffhq_4952.png,3.0,12.042,4.014
ffhq_4953.png,4.123,20.025,4.857
ffhq_495.png,1.0,19.0,19.0
ffhq_4975.png,3.0,15.033,5.011
ffhq_497.png,5.099,14.036,2.753
ffhq_4992.png,6.0,24.0,4.0
ffhq_5030.png,5.0,17.0,3.4
ffhq_5035.png,4.0,15.0,3.75
ffhq_5037.png,1.0,17.0,17.0
ffhq_5047.png,4.0,15.0,3.75
ffhq_5055.png,1.0,18.028,18.028
ffhq_506.png,1.0,16.031,16.031
ffhq_5078.png,2.236,15.0,6.708
ffhq_507.png,6.0,11.0,1.833
ffhq_5144.png,3.0,17.0,5.667
ffhq_516.png,2.0,16.0,8.0
ffhq_518.png,9.0,14.036,1.56
ffhq_5222.png,3.0,14.0,4.667
ffhq_5235.png,3.0,17.029,5.676
ffhq_5310.png,2.0,13.0,6.5
ffhq_5345.png,1.0,18.028,18.028
ffhq_537.png,6.083,17.0,2.795
ffhq_5398.png,1.0,12.042,12.042
ffhq_5411.png,1.0,12.0,12.0
ffhq_5420.png,2.0,17.0,8.5
ffhq_5426.png,3.0,13.153,4.384
ffhq_5432.png,2.0,18.028,9.014
ffhq_5439.png,1.0,17.029,17.029
ffhq_543.png,5.0,10.0,2.0
ffhq_5441.png,1.0,17.0,17.0
ffhq_5464.png,1.0,15.0,15.0
ffhq_5517.png,1.414,16.0,11.314
ffhq_556.png,5.099,25.02,4.907
ffhq_5641.png,1.0,12.0,12.0
ffhq_5655.png,2.0,13.0,6.5
ffhq_578.png,3.162,21.024,6.648
ffhq_591.png,1.0,19.0,19.0
ffhq_607.png,1.0,12.0,12.0
ffhq_60.png,1.0,12.0,12.0
ffhq_632.png,1.414,18.0,12.728
ffhq_63.png,1.0,16.0,16.0
ffhq_641.png,1.0,17.0,17.0
ffhq_644.png,2.0,23.087,11.543
ffhq_654.png,1.0,17.029,17.029
ffhq_661.png,5.099,24.021,4.711
ffhq_675.png,3.0,13.0,4.333
ffhq_677.png,2.0,12.0,6.0
ffhq_684.png,1.0,15.133,15.133
ffhq_689.png,1.0,16.0,16.0
ffhq_68.png,5.099,22.0,4.315
ffhq_697.png,4.0,14.036,3.509
ffhq_700.png,5.0,19.026,3.805
ffhq_705.png,1.0,17.0,17.0
ffhq_70.png,1.0,17.029,17.029
ffhq_727.png,1.0,14.036,14.036
ffhq_738.png,2.236,15.033,6.723
ffhq_746.png,3.0,20.025,6.675
ffhq_755.png,1.0,17.0,17.0
ffhq_758.png,10.0,23.0,2.3
ffhq_759.png,3.0,13.038,4.346
ffhq_75.png,3.0,8.062,2.687
ffhq_760.png,4.0,21.0,5.25
ffhq_761.png,3.0,18.0,6.0
ffhq_763.png,5.0,18.028,3.606
ffhq_764.png,2.0,13.153,6.576
ffhq_77.png,1.414,19.0,13.435
ffhq_7.png,1.0,11.0,11.0
ffhq_806.png,1.0,17.0,17.0
ffhq_815.png,1.0,17.0,17.0
ffhq_822.png,7.071,12.369,1.749
ffhq_829.png,2.236,15.033,6.723
ffhq_847.png,6.0,17.0,2.833
ffhq_84.png,1.414,14.036,9.925
ffhq_860.png,4.0,17.0,4.25
ffhq_862.png,1.0,17.029,17.029
ffhq_863.png,4.0,19.0,4.75
ffhq_868.png,7.0,20.025,2.861
ffhq_878.png,4.0,23.022,5.755
ffhq_889.png,1.0,14.142,14.142
ffhq_88.png,3.0,13.0,4.333
ffhq_890.png,1.0,15.033,15.033
ffhq_892.png,6.083,13.0,2.137
ffhq_893.png,3.0,13.0,4.333
ffhq_897.png,7.071,20.0,2.828
ffhq_898.png,1.0,20.025,20.025
ffhq_8.png,3.0,11.0,3.667
ffhq_904.png,1.0,15.033,15.033
ffhq_920.png,5.0,24.0,4.8
ffhq_923.png,3.0,13.038,4.346
ffhq_931.png,3.0,20.0,6.667
ffhq_932.png,2.0,18.0,9.0
ffhq_933.png,2.0,17.029,8.515
ffhq_96.png,2.0,14.0,7.0
ffhq_970.png,4.0,15.033,3.758
ffhq_981.png,4.0,19.0,4.75
image0000020.jpg,6.0,19.416,3.236
image0000096.jpg,3.162,23.087,7.301
image0000118.jpg,3.0,16.031,5.344
image0000274.jpg,1.0,21.0,21.0
image0000281.jpg,6.0,17.117,2.853
image0000346.jpg,11.0,25.0,2.273
image0000399.jpg,1.0,23.022,23.022
image0000768.jpg,9.0,22.204,2.467
image0000815.jpg,1.0,13.153,13.153
image0000849.jpg,4.0,15.033,3.758
image0000896.jpg,5.0,13.038,2.608
image0001066.jpg,1.414,19.105,13.509
image0001187.jpg,1.0,22.0,22.0
image0001283.jpg,5.099,22.204,4.354
image0001438.jpg,3.0,19.416,6.472
image0001492.jpg,5.099,12.166,2.386
image0001501.jpg,2.0,14.036,7.018
image0001529.jpg,2.0,22.0,11.0
image0001741.jpg,1.414,21.0,14.849
image0001748.jpg,1.0,24.0,24.0
image0001765.jpg,6.0,19.0,3.167
image0001778.jpg,3.162,16.279,5.148
image0001819.jpg,2.236,21.024,9.402
image0001934.jpg,7.071,22.023,3.114
image0001944.jpg,1.0,26.077,26.077
image0002024.jpg,2.236,20.224,9.044
image0002163.jpg,2.236,19.0,8.497
image0002367.jpg,2.0,19.105,9.552
image0002406.jpg,1.0,22.091,22.091
image0002429.jpg,14.0,20.0,1.429
image0002455.jpg,4.0,29.017,7.254
image0002461.jpg,1.0,21.378,21.378
image0002466.jpg,2.0,21.095,10.548
image0002490.jpg,1.0,24.042,24.042
image0002524.jpg,1.0,17.263,17.263
image0002601.jpg,12.0,26.077,2.173
image0002635.jpg,9.0,21.095,2.344
image0002731.jpg,1.0,17.117,17.117
image0003001.jpg,1.0,19.026,19.026
image0003060.jpg,2.0,32.0,16.0
image0003116.jpg,14.036,17.029,1.213
image0003171.jpg,1.0,20.224,20.224
image0003297.jpg,6.083,18.0,2.959
image0003333.jpg,6.083,21.587,3.549
image0003432.jpg,4.123,18.028,4.372
image0003630.jpg,7.0,25.08,3.583
image0003669.jpg,2.236,17.263,7.72
image0003706.jpg,2.236,23.022,10.296
image0003810.jpg,4.123,23.537,5.709
image0003916.jpg,1.0,18.248,18.248
image0003971.jpg,1.0,17.029,17.029
image0004079.jpg,4.123,25.179,6.107
image0004247.jpg,1.0,15.0,15.0
image0004298.jpg,1.0,17.0,17.0
image0004369.jpg,4.0,13.0,3.25
image0004383.jpg,1.0,17.029,17.029
image0004385.jpg,1.0,19.235,19.235
image0004466.jpg,1.0,21.024,21.024
image0004498.jpg,1.0,20.1,20.1
image0004521.jpg,14.036,23.022,1.64
image0004694.jpg,6.0,17.029,2.838
image0004829.jpg,14.0,14.036,1.003
image0004844.jpg,5.0,21.378,4.276
image0004913.jpg,1.0,20.1,20.1
image0005049.jpg,1.0,21.024,21.024
image0005115.jpg,6.0,17.0,2.833
image0005125.jpg,2.0,18.0,9.0
image0005175.jpg,1.0,19.026,19.026
image0005319.jpg,4.0,19.026,4.757
image0005338.jpg,1.0,23.022,23.022
image0005347.jpg,1.0,17.117,17.117
image0005449.jpg,3.0,27.295,9.098
image0005451.jpg,1.0,21.095,21.095
image0005495.jpg,11.0,18.111,1.646
image0005662.jpg,6.0,19.647,3.274
image0005865.jpg,1.414,17.0,12.021
image0006081.jpg,11.045,26.476,2.397
image0006101.jpg,4.123,27.019,6.553
image0006221.jpg,5.0,28.018,5.604
image0006222.jpg,1.0,19.0,19.0
image0006235.jpg,2.236,17.117,7.655
image0006245.jpg,1.0,17.263,17.263
image0006270.jpg,1.0,22.204,22.204
image0006341.jpg,2.0,18.439,9.22
image0006520.jpg,8.0,17.117,2.14
image0006526.jpg,11.0,24.0,2.182
image0006535.jpg,2.236,26.173,11.705
image0006544.jpg,4.0,15.524,3.881
image0006546.jpg,1.0,21.095,21.095
image0006672.jpg,2.0,22.023,11.011
image0006736.jpg,1.0,16.0,16.0
image0006896.jpg,4.0,23.0,5.75
image0006911.jpg,15.0,18.028,1.202
image0006942.jpg,1.0,22.0,22.0
image0007233.jpg,4.0,19.026,4.757
image0007389.jpg,6.0,14.318,2.386
image0007453.jpg,2.236,24.331,10.881
image0007531.jpg,1.0,16.031,16.031
image0007579.jpg,6.0,19.026,3.171
image0007601.jpg,13.0,25.08,1.929
image0007653.jpg,6.0,15.033,2.506
image0007659.jpg,1.0,17.263,17.263
image0007757.jpg,1.0,19.0,19.0
image0007934.jpg,1.0,18.682,18.682
image0008040.jpg,12.0,17.029,1.419
image0008045.jpg,1.0,21.024,21.024
image0008093.jpg,4.0,21.024,5.256
image0008214.jpg,7.0,13.038,1.863
image0008244.jpg,2.0,15.033,7.517
image0008289.jpg,1.414,23.345,16.508
image0008305.jpg,1.0,15.297,15.297
image0008332.jpg,3.162,24.515,7.752
image0008462.jpg,4.0,16.0,4.0
image0008605.jpg,1.0,23.0,23.0
image0008920.jpg,3.162,34.015,10.756
image0008958.jpg,4.0,20.1,5.025
image0009010.jpg,5.0,14.036,2.807
image0009080.jpg,4.0,18.111,4.528
image0009117.jpg,4.0,23.022,5.755
image0009147.jpg,1.414,16.125,11.402
image0009337.jpg,1.0,20.396,20.396
image0009379.jpg,1.0,21.0,21.0
image0009389.jpg,1.0,20.0,20.0
image0009396.jpg,1.0,23.195,23.195
image0009402.jpg,5.099,22.561,4.425
image0009438.jpg,1.0,18.439,18.439
image0009592.jpg,3.0,18.111,6.037
image0009948.jpg,4.0,20.1,5.025
image0009966.jpg,1.414,20.616,14.577
image0010003.jpg,1.0,21.0,21.0
image0010004.jpg,1.0,18.0,18.0
image0010015.jpg,12.042,16.031,1.331
image0010062.jpg,3.0,16.031,5.344
image0010181.jpg,1.414,19.105,13.509
image0010232.jpg,10.0,17.029,1.703
image0010268.jpg,1.0,24.083,24.083
image0010520.jpg,1.0,18.111,18.111
image0010762.jpg,6.0,13.342,2.224
image0010779.jpg,5.0,16.031,3.206
image0010859.jpg,3.0,18.0,6.0
image0010984.jpg,7.0,22.0,3.143
image0010990.jpg,1.0,23.195,23.195
image0011115.jpg,1.0,21.024,21.024
image0011156.jpg,2.236,17.263,7.72
image0011180.jpg,1.414,16.125,11.402
image0011181.jpg,1.0,18.028,18.028
image0011187.jpg,6.083,23.537,3.869
image0011282.jpg,3.0,14.036,4.679
image0011335.jpg,1.414,14.142,10.0
image0011366.jpg,7.071,26.019,3.68
image0011423.jpg,1.414,18.439,13.038
image0011440.jpg,1.0,22.0,22.0
image0011569.jpg,1.0,22.0,22.0
image0011600.jpg,2.0,14.0,7.0
image0011730.jpg,1.0,14.866,14.866
image0011819.jpg,1.0,16.0,16.0
image0011831.jpg,4.0,19.105,4.776
image0011962.jpg,1.0,19.026,19.026
image0012068.jpg,5.0,20.396,4.079
image0012085.jpg,1.0,24.021,24.021
image0012110.jpg,1.0,23.087,23.087
image0012155.jpg,3.162,12.369,3.912
image0012197.jpg,3.0,20.025,6.675
image0012217.jpg,4.123,17.263,4.187
image0012257.jpg,3.162,20.396,6.45
image0012343.jpg,1.0,22.204,22.204
image0012384.jpg,1.0,18.682,18.682
image0012417.jpg,4.123,17.029,4.13
image0012501.jpg,14.036,19.105,1.361
