Filename,Angle (degrees),Displacement (pixels),Angle Cluster,Displacement Cluster,Angle_Displacement Cluster
ffhq_2654.png,3.923900974045559,4.767630006812443,2,2,0
ffhq_2672.png,2.1913763040568,4.7175301055278105,2,2,0
ffhq_2691.png,-1.180905326488307,6.1404805566955085,2,2,0
ffhq_2699.png,0.4556717151284111,4.043865328527179,2,2,0
ffhq_2703.png,-1.2800328737999778,0.8633040890581393,2,0,3
ffhq_2713.png,2.430605726010388,8.073056171288279,2,1,4
ffhq_2725.png,2.1913763040568,5.863299063055787,2,2,0
ffhq_2737.png,0.4556717151284111,2.0443673023028754,2,0,3
ffhq_2747.png,0.4556717151284111,1.0669469518062238,2,0,3
ffhq_2767.png,-1.334238893117658,3.525585768798859,2,0,3
ffhq_2770.png,2.1403560330247027,4.569343147326952,2,2,0
ffhq_2780.png,0.4556717151284111,3.0264210015757507,2,0,3
ffhq_278.png,7.298445127759352,8.409932856043422,0,1,1
ffhq_2796.png,0.4556717151284111,3.0264210015757507,2,0,3
ffhq_2806.png,0.4556717151284111,1.197372601594712,2,0,3
ffhq_2807.png,0.4556717151284111,7.483105430546407,2,2,0
ffhq_2809.png,2.1913763040568,9.046933755723597,2,1,4
ffhq_281.png,3.923900974045559,1.97313810240362,2,0,3
ffhq_2829.png,2.1403560330247027,8.103437245172925,2,1,4
ffhq_283.png,0.4556717151284111,2.8113504251029595,2,0,3
ffhq_2841.png,-1.3919385508661848,3.5342651951798905,2,0,3
ffhq_2872.png,2.1913763040568,3.6854193602473457,2,0,3
ffhq_2882.png,2.0922487567451293,4.337855074625828,2,2,0
ffhq_2900.png,0.4556717151284111,6.161674776808423,2,2,0
ffhq_2910.png,0.4556717151284111,7.334317011925863,2,2,0
ffhq_2925.png,5.091135142031053,1.511860154272621,0,0,3
ffhq_2961.png,2.1403560330247027,3.53270130854938,2,0,3
ffhq_2976.png,-1.334238893117658,7.576220969826648,2,1,0
ffhq_2985.png,0.4556717151284111,6.02348816592582,2,2,0
ffhq_2989.png,0.4556717151284111,4.043865328527179,2,2,0
ffhq_2999.png,-1.334238893117658,0.963908875513256,2,0,3
ffhq_3006.png,0.4556717151284111,3.9455422941452487,2,2,0
ffhq_3009.png,-1.22901260276788,3.196135794340004,2,0,3
ffhq_3018.png,-2.6383863437887003,6.01900255883539,2,2,0
ffhq_3022.png,0.4556717151284111,4.192580951410419,2,2,0
ffhq_302.png,0.4556717151284111,3.730163837148059,2,0,3
ffhq_3034.png,2.1913763040568,3.0888920330968856,2,0,3
ffhq_3040.png,0.4556717151284111,6.059796550078682,2,2,0
ffhq_3050.png,-1.22901260276788,4.888608134303386,2,2,0
ffhq_3055.png,2.2455823233744807,3.103835525799029,2,0,3
ffhq_3076.png,2.0922487567451293,5.077124596208776,2,2,0
ffhq_3085.png,0.4556717151284111,5.03017129658571,2,2,0
ffhq_3129.png,0.4556717151284111,3.4605487583142134,2,0,3
ffhq_313.png,0.4556717151284111,3.069941285030834,2,0,3
ffhq_3147.png,4.147057701579687,3.688781679035611,2,0,3
ffhq_3155.png,-1.22901260276788,3.103835525799029,2,0,3
ffhq_3157.png,-1.180905326488307,3.5342651951798905,2,0,3
ffhq_3161.png,-1.2800328737999778,2.369165821634686,2,0,3
ffhq_3171.png,-1.22901260276788,2.3648960024609096,2,0,3
ffhq_3195.png,-1.2800328737999778,3.6437013423940656,2,0,3
ffhq_31.png,4.269746549418765,8.461631297222336,2,1,4
ffhq_3207.png,2.1913763040568,4.572695203620144,2,2,0
ffhq_3225.png,0.4556717151284111,2.4087317368546777,2,0,3
ffhq_3228.png,0.4556717151284111,3.2460242089936657,2,0,3
ffhq_3239.png,-1.334238893117658,2.64787538562643,2,0,3
ffhq_3243.png,0.4556717151284111,4.90590854865363,2,2,0
ffhq_326.png,2.5010802040156386,8.202749553100126,2,1,4
ffhq_3286.png,0.4556717151284111,0.3119518059124665,2,0,3
ffhq_3310.png,0.4556717151284111,2.978768266114468,2,0,3
ffhq_3353.png,2.1913763040568,3.904603519315158,2,2,3
ffhq_3377.png,-1.2800328737999778,9.284725960415816,2,1,4
ffhq_3378.png,-1.2800328737999778,2.007849009699853,2,0,3
ffhq_338.png,0.4556717151284111,6.303296873058981,2,2,0
ffhq_3414.png,3.8221323785582126,3.1887906378894946,2,0,3
ffhq_3423.png,-1.2800328737999778,5.863299063055787,2,2,0
ffhq_3451.png,2.1403560330247027,2.7867799035795207,2,0,3
ffhq_3456.png,2.1403560330247027,4.220943704109798,2,2,0
ffhq_3479.png,2.2455823233744807,6.9297673191130205,2,2,0
ffhq_351.png,-1.3919385508661848,4.467635274670498,2,2,0
ffhq_3536.png,0.4556717151284111,4.079094322375054,2,2,0
ffhq_354.png,-1.2800328737999778,4.572695203620144,2,2,0
ffhq_3555.png,2.0922487567451293,9.206955659278218,2,1,4
ffhq_3557.png,2.1913763040568,5.712489770945364,2,2,0
ffhq_3563.png,0.4556717151284111,3.098055619590433,2,0,3
ffhq_3583.png,0.4556717151284111,1.027741241974606,2,0,3
ffhq_359.png,-1.22901260276788,5.022520786925819,2,2,0
ffhq_35.png,-5.659831851156996,7.576220969826648,1,1,0
ffhq_3604.png,3.726159638311976,3.827293057024158,2,0,3
ffhq_3606.png,2.1403560330247027,3.525585768798859,2,0,3
ffhq_3630.png,2.1913763040568,1.6692380953420176,2,0,3
ffhq_3641.png,0.4556717151284111,7.334317011925863,2,2,0
ffhq_3644.png,0.4556717151284111,4.36078657783508,2,2,0
ffhq_3661.png,3.8221323785582126,5.188765161912809,2,2,0
ffhq_3667.png,0.4556717151284111,7.027428193194709,2,2,0
ffhq_3677.png,2.1913763040568,4.8256595934447,2,2,0
ffhq_3690.png,3.8221323785582126,4.311252334025743,2,2,0
ffhq_36.png,0.4556717151284111,2.07899066089228,2,0,3
ffhq_3710.png,0.4556717151284111,3.0264210015757507,2,0,3
ffhq_3721.png,-2.8148162080551544,4.032562634880978,2,2,0
ffhq_3722.png,-6.064130036528574,5.40083388260411,1,2,2
ffhq_373.png,-1.2800328737999778,4.9291127158260215,2,2,0
ffhq_374.png,2.1403560330247027,5.323388922681776,2,2,0
ffhq_3758.png,2.1913763040568,0.8633040890581393,2,0,3
ffhq_3762.png,3.726159638311976,4.789937107460433,2,2,0
ffhq_3765.png,0.4556717151284111,4.836724993631617,2,2,0
ffhq_3771.png,0.4556717151284111,3.098055619590433,2,0,3
ffhq_3794.png,2.2455823233744807,6.006907420301969,2,2,0
ffhq_3805.png,-3.3584031191619435,2.713533496538022,2,0,3
ffhq_3806.png,-1.2800328737999778,3.5342651951798905,2,0,3
ffhq_381.png,0.4556717151284111,1.0669469518062238,2,0,3
ffhq_3826.png,0.4556717151284111,7.382156337535077,2,2,0
ffhq_3827.png,0.4556717151284111,4.863067728543583,2,2,0
ffhq_3858.png,5.3547641689161765,6.850391575102588,0,2,0
ffhq_3862.png,0.4556717151284111,6.059796550078682,2,2,0
ffhq_3863.png,-1.3919385508661848,3.6854193602473457,2,0,3
ffhq_3865.png,2.5010802040156386,7.1200034784206485,2,2,0
ffhq_3868.png,2.1913763040568,3.6854193602473457,2,0,3
ffhq_3869.png,3.923900974045559,2.6888029286272728,2,0,3
ffhq_3874.png,-1.2800328737999778,3.904603519315158,2,2,0
ffhq_3879.png,0.4556717151284111,3.03652754564843,2,0,3
ffhq_3888.png,2.1913763040568,2.27240069211731,2,0,3
ffhq_388.png,0.4556717151284111,2.990778006051793,2,0,3
ffhq_3892.png,0.4556717151284111,2.1346865702766107,2,0,3
ffhq_390.png,0.4556717151284111,6.252885998876013,2,2,0
ffhq_3926.png,6.571175281413818,6.372780068008707,0,2,1
ffhq_3943.png,-1.2800328737999778,3.587266306876886,2,0,3
ffhq_3959.png,-1.2800328737999778,2.6129327751967883,2,0,3
ffhq_3968.png,-1.22901260276788,3.103835525799029,2,0,3
ffhq_396.png,6.571175281413818,7.339386164764299,0,2,1
ffhq_3974.png,2.1913763040568,3.0888920330968856,2,0,3
ffhq_3979.png,2.1913763040568,6.695917409547618,2,2,0
ffhq_399.png,0.4556717151284111,2.4087317368546777,2,0,3
ffhq_402.png,2.1913763040568,1.6692380953420176,2,0,3
ffhq_4052.png,2.1913763040568,3.3519393794947683,2,0,3
ffhq_4071.png,-1.2800328737999778,1.6692380953420176,2,0,3
ffhq_4080.png,0.4556717151284111,3.363299708100318,2,0,3
ffhq_4085.png,0.4556717151284111,5.682621950627564,2,2,0
ffhq_4110.png,0.4556717151284111,2.713533496538022,2,0,3
ffhq_4112.png,-1.334238893117658,5.022520786925819,2,2,0
ffhq_4114.png,2.303281981123007,5.524641282416076,2,2,0
ffhq_4115.png,-1.2800328737999778,4.7068719179538245,2,2,0
ffhq_4128.png,0.4556717151284111,4.032562634880978,2,2,0
ffhq_4147.png,0.4556717151284111,4.205857108022319,2,2,0
ffhq_416.png,0.4556717151284111,3.2460242089936657,2,0,3
ffhq_4178.png,0.4556717151284111,5.5269996471690135,2,2,0
ffhq_417.png,-1.5192622957535655,3.904603519315158,2,2,0
ffhq_4193.png,0.4556717151284111,4.043865328527179,2,2,0
ffhq_41.png,0.4556717151284111,6.6268199875324845,2,2,0
ffhq_4201.png,-3.943033639867121,9.605255879415465,1,1,4
ffhq_4211.png,2.1913763040568,5.674125934518801,2,2,0
ffhq_4216.png,0.4556717151284111,2.07899066089228,2,0,3
ffhq_4221.png,0.4556717151284111,2.4087317368546777,2,0,3
ffhq_4224.png,0.4556717151284111,8.634066492946038,2,1,4
ffhq_4226.png,-2.724158404735823,5.288132541288711,2,2,0
ffhq_422.png,2.303281981123007,6.859376818524125,2,2,0
ffhq_4232.png,2.1403560330247027,6.363107746136271,2,2,0
ffhq_4244.png,0.4556717151284111,5.476882871623258,2,2,0
ffhq_4251.png,2.1913763040568,3.904603519315158,2,2,3
ffhq_4253.png,2.430605726010388,6.974585787388781,2,2,0
ffhq_4261.png,2.2455823233744807,3.338201808996704,2,0,3
ffhq_4262.png,0.4556717151284111,4.36078657783508,2,2,0
ffhq_4268.png,0.4556717151284111,5.568249962330458,2,2,0
ffhq_4269.png,-1.0924859838495566,0.8633040890581393,2,0,3
ffhq_4274.png,0.4556717151284111,4.192580951410419,2,2,0
ffhq_427.png,2.1403560330247027,3.525585768798859,2,0,3
ffhq_4282.png,2.576768111789865,9.026152988793536,2,1,4
ffhq_4286.png,2.1403560330247027,2.6650571192438486,2,0,3
ffhq_4307.png,2.1403560330247027,2.527586426692567,2,0,3
ffhq_4340.png,0.4556717151284111,2.526554496697078,2,0,3
ffhq_4353.png,0.4556717151284111,4.024957881461036,2,2,0
ffhq_4358.png,-1.2800328737999778,1.5520653118818368,2,0,3
ffhq_435.png,-1.2800328737999778,5.563326639158195,2,2,0
ffhq_4360.png,0.4556717151284111,7.467282358139506,2,2,0
ffhq_4370.png,0.4556717151284111,6.023278568293522,2,2,0
ffhq_4374.png,2.1403560330247027,7.322884221240918,2,2,0
ffhq_4376.png,-1.22901260276788,6.9297673191130205,2,2,0
ffhq_4384.png,0.4556717151284111,1.0669469518062238,2,0,3
ffhq_4392.png,0.4556717151284111,8.37494067955262,2,1,4
ffhq_4397.png,0.4556717151284111,2.0443673023028754,2,0,3
ffhq_4398.png,0.4556717151284111,7.079975598673171,2,2,0
ffhq_4401.png,2.1913763040568,3.6854193602473457,2,0,3
ffhq_440.png,2.1913763040568,5.674125934518801,2,2,0
ffhq_441.png,2.2455823233744807,1.532198184192879,2,0,3
ffhq_4422.png,0.4556717151284111,3.827293057024158,2,0,3
ffhq_4426.png,-1.2800328737999778,4.572695203620144,2,2,0
ffhq_4447.png,2.364824148124787,5.0458285585890685,2,2,0
ffhq_4459.png,2.1403560330247027,5.214768915288416,2,2,0
ffhq_4461.png,0.4556717151284111,2.344272018477465,2,0,3
ffhq_4473.png,0.4556717151284111,8.06145671302447,2,1,4
ffhq_4514.png,-2.8148162080551544,7.949781780620056,2,1,4
ffhq_4517.png,-1.2800328737999778,5.524641282416076,2,2,0
ffhq_4533.png,0.4556717151284111,3.0264210015757507,2,0,3
ffhq_4536.png,2.364824148124787,5.323388922681776,2,2,0
ffhq_4561.png,2.2455823233744807,7.667307963490039,2,1,0
ffhq_4572.png,8.821557839161002,4.220943704109798,0,2,1
ffhq_4574.png,5.811496757983601,6.372780068008707,0,2,1
ffhq_4580.png,0.4556717151284111,3.688781679035611,2,0,3
ffhq_4601.png,3.726159638311976,5.57743175381399,2,2,0
ffhq_4607.png,0.4556717151284111,5.33726986792906,2,2,0
ffhq_460.png,0.4556717151284111,0.189838016501281,2,0,3
ffhq_4612.png,2.1403560330247027,3.53270130854938,2,0,3
ffhq_4637.png,-1.334238893117658,5.768530018763135,2,2,0
ffhq_4659.png,2.1403560330247027,5.022520786925819,2,2,0
ffhq_4676.png,2.0922487567451293,8.526214858519733,2,1,4
ffhq_4677.png,-1.334238893117658,3.53270130854938,2,0,3
ffhq_4685.png,0.4556717151284111,6.059796550078682,2,2,0
ffhq_469.png,0.4556717151284111,7.339117327147792,2,2,0
ffhq_4703.png,0.4556717151284111,6.564109336422287,2,2,0
ffhq_470.png,-1.334238893117658,5.9385837473137055,2,2,0
ffhq_4713.png,-3.3584031191619435,7.260801880469192,2,2,0
ffhq_471.png,0.4556717151284111,4.1263636314552095,2,2,0
ffhq_4721.png,-4.586779354042503,4.473251018228095,1,2,2
ffhq_474.png,2.1403560330247027,5.022520786925819,2,2,0
ffhq_4754.png,-1.2800328737999778,8.919175131780403,2,1,4
ffhq_4765.png,2.1913763040568,5.674125934518801,2,2,0
ffhq_4783.png,-1.334238893117658,5.022520786925819,2,2,0
ffhq_4793.png,0.4556717151284111,6.538435911031673,2,2,0
ffhq_4821.png,-1.135468556066176,5.579823443808589,2,2,0
ffhq_4824.png,0.4556717151284111,2.0443673023028754,2,0,3
ffhq_4838.png,2.2455823233744807,6.270326980798366,2,2,0
ffhq_4839.png,-1.2800328737999778,1.5520653118818368,2,0,3
ffhq_4862.png,-1.2800328737999778,3.587266306876886,2,0,3
ffhq_4867.png,2.1913763040568,7.226779085477489,2,2,0
ffhq_4876.png,0.4556717151284111,4.079094322375054,2,2,0
ffhq_4879.png,-1.8349383275101188,8.449219729631453,2,1,4
ffhq_4886.png,4.032006090125762,9.28556703295703,2,1,4
ffhq_4893.png,2.1403560330247027,2.7867799035795207,2,0,3
ffhq_4897.png,2.2455823233744807,4.592751658354652,2,2,0
ffhq_4898.png,0.4556717151284111,4.90590854865363,2,2,0
ffhq_4917.png,-1.2800328737999778,7.927032782002238,2,1,4
ffhq_4952.png,6.166264852628054,7.362480720677541,0,2,1
ffhq_495.png,-3.012557543788737,1.311436175579226,2,0,3
ffhq_4961.png,-1.334238893117658,5.768530018763135,2,2,0
ffhq_4975.png,-3.012557543788737,5.682621950627564,2,2,0
ffhq_4992.png,-1.334238893117658,5.532012666443935,2,2,0
ffhq_5008.png,0.4556717151284111,2.0293255554548724,2,0,3
ffhq_5030.png,2.1913763040568,5.563326639158195,2,2,0
