Image Name,Height,Width,Ratio
ffhq_1859.png,3.5,9.055,2.587
ffhq_1861.png,2.5,9.055,3.622
ffhq_1867.png,4.5,8.0,1.778
ffhq_1885.png,2.062,10.05,4.875
ffhq_1892.png,2.5,9.055,3.622
ffhq_1895.png,3.0,9.055,3.018
ffhq_1907.png,2.062,10.05,4.875
ffhq_173.png,2.236,10.05,4.494
ffhq_1742.png,2.0,8.0,4.0
ffhq_174.png,2.5,11.045,4.418
ffhq_1758.png,3.0,10.05,3.35
ffhq_1765.png,2.0,10.0,5.0
ffhq_1774.png,3.536,9.055,2.561
ffhq_1786.png,3.041,10.0,3.288
ffhq_178.png,3.0,9.0,3.0
ffhq_1792.png,3.5,9.0,2.571
ffhq_1795.png,2.0,10.05,5.025
ffhq_179.png,3.041,9.055,2.977
ffhq_1806.png,3.0,8.062,2.687
ffhq_1461.png,2.0,8.0,4.0
ffhq_1468.png,4.031,10.05,2.493
ffhq_1469.png,2.55,9.055,3.552
ffhq_146.png,3.0,7.071,2.357
ffhq_154.png,3.5,9.0,2.571
ffhq_1473.png,2.0,7.0,3.5
ffhq_1483.png,3.0,11.045,3.682
ffhq_1485.png,2.0,10.0,5.0
ffhq_1489.png,3.162,10.05,3.178
ffhq_1513.png,2.5,8.062,3.225
ffhq_1515.png,3.5,9.22,2.634
ffhq_1518.png,3.162,11.0,3.479
ffhq_1525.png,2.062,10.05,4.875
ffhq_1545.png,2.5,9.055,3.622
ffhq_1550.png,4.0,9.055,2.264
ffhq_1554.png,3.041,10.0,3.288
ffhq_1559.png,3.041,10.198,3.353
ffhq_1571.png,2.0,9.0,4.5
ffhq_1574.png,2.062,9.0,4.366
ffhq_1577.png,2.5,9.055,3.622
ffhq_1579.png,4.0,11.045,2.761
ffhq_157.png,3.041,9.0,2.959
ffhq_158.png,1.118,9.0,8.05
ffhq_1590.png,3.041,9.0,2.959
ffhq_1599.png,3.0,5.0,1.667
ffhq_1609.png,3.041,10.0,3.288
ffhq_1620.png,2.0,7.0,3.5
ffhq_1621.png,1.118,9.055,8.099
ffhq_162.png,2.5,9.0,3.6
ffhq_163.png,1.0,10.0,10.0
ffhq_1648.png,2.0,8.0,4.0
ffhq_1654.png,2.0,9.055,4.528
ffhq_1667.png,2.5,10.0,4.0
ffhq_1670.png,2.55,9.055,3.552
ffhq_1699.png,2.0,9.055,4.528
ffhq_1707.png,1.5,9.22,6.146
ffhq_1711.png,2.062,9.055,4.393
ffhq_1712.png,4.123,10.05,2.437
ffhq_1723.png,1.0,9.0,9.0
ffhq_1724.png,2.062,10.0,4.851
ffhq_1729.png,2.5,8.0,3.2
ffhq_1730.png,4.0,10.0,2.5
ffhq_1733.png,3.0,6.083,2.028
ffhq_1188.png,3.0,9.0,3.0
ffhq_1192.png,3.0,7.0,2.333
ffhq_1196.png,3.041,9.0,2.959
ffhq_1203.png,3.041,7.071,2.325
ffhq_1210.png,2.0,9.0,4.5
ffhq_1215.png,2.5,9.0,3.6
ffhq_1216.png,1.0,7.0,7.0
ffhq_1222.png,3.0,9.055,3.018
ffhq_1233.png,3.5,11.045,3.156
ffhq_123.png,2.5,8.0,3.2
ffhq_1240.png,3.0,8.062,2.687
ffhq_1244.png,2.062,9.055,4.393
ffhq_1253.png,2.55,11.045,4.332
ffhq_1274.png,3.041,10.0,3.288
ffhq_1275.png,3.536,11.045,3.124
ffhq_1279.png,2.0,9.0,4.5
ffhq_127.png,2.0,9.055,4.528
ffhq_1285.png,2.062,7.071,3.43
ffhq_1289.png,3.041,9.0,2.959
ffhq_128.png,3.041,10.0,3.288
ffhq_129.png,3.0,7.071,2.357
ffhq_1307.png,3.0,10.05,3.35
ffhq_130.png,3.041,9.055,2.977
ffhq_1310.png,1.5,9.055,6.037
ffhq_131.png,3.041,9.055,2.977
ffhq_1321.png,3.041,10.05,3.304
ffhq_1322.png,3.041,10.05,3.304
ffhq_1361.png,2.062,9.055,4.393
ffhq_1363.png,4.0,10.05,2.512
ffhq_136.png,2.55,9.0,3.53
ffhq_1372.png,2.0,9.055,4.528
ffhq_1382.png,2.5,9.0,3.6
ffhq_1385.png,3.0,10.0,3.333
ffhq_1388.png,3.041,9.055,2.977
ffhq_1390.png,3.041,10.05,3.304
ffhq_1395.png,2.0,9.055,4.528
ffhq_139.png,1.0,9.055,9.055
ffhq_1406.png,4.0,8.0,2.0
ffhq_1419.png,3.0,11.045,3.682
ffhq_1425.png,2.062,9.055,4.393
ffhq_1428.png,4.031,10.05,2.493
ffhq_1434.png,2.5,10.0,4.0
ffhq_1448.png,2.0,8.062,4.031
ffhq_1454.png,3.162,10.05,3.178
ffhq_1184.png,4.0,9.0,2.25
ffhq_227.png,4.0,11.0,2.75
ffhq_2290.png,3.041,9.055,2.977
ffhq_2298.png,2.062,9.0,4.366
ffhq_2303.png,2.062,10.05,4.875
ffhq_2306.png,2.55,7.0,2.746
ffhq_2315.png,2.5,8.0,3.2
ffhq_231.png,1.581,8.0,5.06
ffhq_2329.png,2.5,10.05,4.02
ffhq_232.png,2.5,10.05,4.02
ffhq_2343.png,3.0,12.0,4.0
ffhq_2351.png,2.0,9.22,4.61
ffhq_2361.png,2.5,9.22,3.688
ffhq_2370.png,1.5,9.0,6.0
ffhq_2372.png,3.041,9.0,2.959
ffhq_2376.png,3.536,11.0,3.111
ffhq_2377.png,3.0,9.055,3.018
ffhq_237.png,4.61,11.18,2.425
ffhq_2381.png,3.041,9.22,3.031
ffhq_2383.png,2.5,10.0,4.0
ffhq_2393.png,2.0,8.0,4.0
ffhq_2408.png,3.041,10.05,3.304
ffhq_2423.png,3.162,11.18,3.536
ffhq_2431.png,3.5,10.05,2.871
ffhq_2434.png,3.0,10.0,3.333
ffhq_2447.png,2.0,8.0,4.0
ffhq_2452.png,2.0,10.0,5.0
ffhq_2453.png,2.0,8.0,4.0
ffhq_2454.png,2.062,10.0,4.851
ffhq_2461.png,4.031,10.05,2.493
ffhq_2465.png,2.062,9.055,4.393
ffhq_2474.png,2.5,10.05,4.02
ffhq_2476.png,4.031,12.042,2.987
ffhq_2488.png,3.0,9.0,3.0
ffhq_2499.png,2.0,10.0,5.0
ffhq_24.png,3.5,8.246,2.356
ffhq_2503.png,1.0,9.055,9.055
ffhq_2505.png,3.64,9.22,2.533
ffhq_2532.png,1.0,9.055,9.055
ffhq_2544.png,3.0,9.0,3.0
ffhq_2545.png,2.5,9.055,3.622
ffhq_2547.png,2.0,9.055,4.528
ffhq_2552.png,3.041,10.05,3.304
ffhq_2558.png,3.0,9.0,3.0
ffhq_255.png,1.581,10.0,6.325
ffhq_2567.png,4.0,11.0,2.75
ffhq_256.png,3.0,9.0,3.0
ffhq_2575.png,3.162,12.083,3.821
ffhq_2588.png,2.0,8.062,4.031
ffhq_2591.png,2.0,9.0,4.5
ffhq_2598.png,2.0,9.055,4.528
ffhq_2599.png,1.414,9.0,6.364
ffhq_2618.png,3.0,11.0,3.667
ffhq_2623.png,3.0,10.05,3.35
ffhq_2624.png,3.041,9.22,3.031
ffhq_2625.png,4.0,9.055,2.264
ffhq_2629.png,2.5,7.071,2.828
ffhq_262.png,3.162,10.198,3.225
ffhq_2644.png,2.062,9.487,4.602
ffhq_2654.png,2.062,9.22,4.472
ffhq_2672.png,3.041,8.062,2.651
ffhq_2691.png,4.031,10.05,2.493
ffhq_2699.png,2.0,9.0,4.5
ffhq_2703.png,3.0,9.0,3.0
ffhq_2713.png,3.536,8.246,2.332
ffhq_2725.png,3.041,10.05,3.304
ffhq_2737.png,2.0,8.062,4.031
ffhq_2747.png,3.0,9.0,3.0
ffhq_2767.png,2.5,9.055,3.622
ffhq_2770.png,2.0,11.0,5.5
ffhq_2780.png,2.5,8.0,3.2
ffhq_278.png,3.041,8.062,2.651
ffhq_2796.png,3.5,10.05,2.871
ffhq_2806.png,2.0,9.055,4.528
ffhq_2807.png,3.0,9.0,3.0
ffhq_2809.png,3.0,9.0,3.0
ffhq_281.png,2.0,8.246,4.123
ffhq_2823.png,2.0,8.062,4.031
ffhq_2829.png,1.414,10.05,7.106
ffhq_283.png,2.55,10.05,3.942
ffhq_2841.png,4.0,9.0,2.25
ffhq_2872.png,4.031,10.05,2.493
ffhq_2882.png,2.55,10.0,3.922
ffhq_2900.png,1.581,11.0,6.957
ffhq_2910.png,3.0,9.0,3.0
ffhq_2925.png,4.0,10.05,2.512
ffhq_2961.png,4.031,10.05,2.493
ffhq_2976.png,3.041,8.0,2.63
ffhq_2985.png,1.0,9.055,9.055
ffhq_2989.png,2.5,9.055,3.622
ffhq_2999.png,2.0,9.055,4.528
ffhq_3006.png,3.041,10.0,3.288
ffhq_3009.png,4.0,11.0,2.75
ffhq_3018.png,1.118,10.05,8.989
ffhq_3022.png,4.0,10.05,2.512
ffhq_302.png,2.5,9.0,3.6
ffhq_3034.png,2.55,10.05,3.942
ffhq_3039.png,3.041,9.055,2.977
ffhq_3040.png,2.0,9.0,4.5
ffhq_3050.png,3.0,9.0,3.0
ffhq_3055.png,1.118,9.055,8.099
ffhq_3076.png,3.0,10.0,3.333
ffhq_3085.png,2.5,10.0,4.0
ffhq_3129.png,2.0,9.055,4.528
ffhq_3135.png,2.0,9.0,4.5
ffhq_313.png,4.0,11.0,2.75
ffhq_3147.png,4.0,9.22,2.305
ffhq_3155.png,1.5,10.0,6.667
ffhq_3157.png,2.5,10.05,4.02
ffhq_3161.png,1.118,10.0,8.944
ffhq_3171.png,2.0,9.0,4.5
ffhq_3195.png,2.55,10.05,3.942
ffhq_31.png,2.55,8.062,3.162
ffhq_3207.png,3.0,9.0,3.0
ffhq_3225.png,2.0,9.055,4.528
ffhq_3228.png,2.0,8.0,4.0
ffhq_3239.png,3.0,11.045,3.682
ffhq_3243.png,2.0,10.0,5.0
ffhq_326.png,3.5,7.071,2.02
ffhq_3286.png,2.0,9.055,4.528
ffhq_3310.png,2.0,9.055,4.528
ffhq_332.png,3.5,10.0,2.857
ffhq_3353.png,2.0,9.0,4.5
ffhq_3377.png,2.062,9.055,4.393
ffhq_3378.png,3.0,8.062,2.687
ffhq_3386.png,3.0,9.055,3.018
ffhq_338.png,2.062,9.055,4.393
ffhq_3414.png,3.536,10.198,2.884
ffhq_3423.png,3.0,8.0,2.667
ffhq_3451.png,4.0,10.05,2.512
ffhq_3456.png,3.0,8.062,2.687
ffhq_3479.png,3.5,9.055,2.587
ffhq_351.png,2.062,8.0,3.881
ffhq_3536.png,2.0,9.0,4.5
ffhq_354.png,2.062,10.05,4.875
ffhq_3555.png,2.55,11.0,4.315
ffhq_3557.png,2.693,7.28,2.704
ffhq_3563.png,2.0,9.0,4.5
ffhq_3583.png,3.5,10.05,2.871
ffhq_359.png,3.0,9.055,3.018
ffhq_35.png,3.041,8.062,2.651
ffhq_3604.png,4.5,9.22,2.049
ffhq_3606.png,1.0,9.055,9.055
ffhq_3619.png,3.5,10.198,2.914
ffhq_3630.png,2.062,9.055,4.393
ffhq_3641.png,1.5,8.0,5.333
ffhq_3644.png,3.5,9.055,2.587
ffhq_3661.png,3.5,10.198,2.914
ffhq_3667.png,2.0,9.0,4.5
ffhq_3677.png,1.414,9.0,6.364
ffhq_3690.png,3.0,9.22,3.073
ffhq_36.png,3.0,10.05,3.35
ffhq_3710.png,2.0,9.055,4.528
ffhq_3721.png,2.55,10.0,3.922
ffhq_3722.png,4.528,12.042,2.66
ffhq_373.png,3.0,8.0,2.667
ffhq_374.png,3.0,10.0,3.333
ffhq_3758.png,3.536,9.055,2.561
ffhq_375.png,2.062,7.28,3.531
ffhq_3762.png,3.0,10.05,3.35
ffhq_3765.png,2.5,9.0,3.6
ffhq_3771.png,2.5,9.0,3.6
ffhq_3794.png,2.062,10.05,4.875
ffhq_379.png,1.5,10.0,6.667
ffhq_3805.png,2.55,8.062,3.162
ffhq_3806.png,2.0,10.0,5.0
ffhq_381.png,4.5,10.05,2.233
ffhq_3826.png,3.0,11.0,3.667
ffhq_3827.png,3.041,11.045,3.632
ffhq_3858.png,2.55,10.05,3.942
ffhq_3862.png,2.0,8.062,4.031
ffhq_3863.png,1.5,9.055,6.037
ffhq_3865.png,2.5,6.083,2.433
ffhq_3868.png,2.0,8.0,4.0
ffhq_3869.png,3.0,9.22,3.073
ffhq_3874.png,3.0,8.0,2.667
ffhq_3879.png,4.031,10.05,2.493
ffhq_3886.png,3.0,10.05,3.35
ffhq_3888.png,1.0,10.05,10.05
ffhq_388.png,2.55,9.055,3.552
ffhq_3892.png,3.0,10.05,3.35
ffhq_390.png,4.031,10.05,2.493
ffhq_3926.png,3.0,4.0,1.333
ffhq_3943.png,3.0,9.0,3.0
ffhq_3945.png,2.236,8.246,3.688
ffhq_3959.png,2.0,10.0,5.0
ffhq_3968.png,3.041,10.05,3.304
ffhq_396.png,2.0,6.083,3.041
ffhq_3974.png,2.55,10.198,4.0
ffhq_3979.png,2.0,10.05,5.025
ffhq_399.png,4.0,10.05,2.512
ffhq_402.png,3.041,9.055,2.977
ffhq_4052.png,3.041,11.0,3.617
ffhq_4071.png,3.0,9.055,3.018
ffhq_4080.png,4.123,9.055,2.196
ffhq_4085.png,4.031,12.042,2.987
ffhq_4110.png,4.123,10.05,2.437
ffhq_4112.png,3.0,9.0,3.0
ffhq_4114.png,3.041,10.0,3.288
ffhq_4115.png,1.581,9.055,5.727
ffhq_4128.png,2.0,9.055,4.528
ffhq_4147.png,1.0,9.0,9.0
ffhq_4149.png,2.0,9.0,4.5
ffhq_416.png,2.5,9.055,3.622
ffhq_4178.png,1.5,9.0,6.0
ffhq_417.png,4.0,8.0,2.0
ffhq_4193.png,3.041,9.055,2.977
ffhq_41.png,3.0,9.0,3.0
ffhq_4201.png,3.0,6.0,2.0
ffhq_4211.png,2.062,9.055,4.393
ffhq_4213.png,2.0,8.062,4.031
ffhq_4216.png,2.55,10.198,4.0
ffhq_4221.png,2.0,10.05,5.025
ffhq_4223.png,2.55,9.055,3.552
ffhq_4224.png,4.0,8.062,2.016
ffhq_4226.png,3.0,9.0,3.0
ffhq_422.png,3.5,8.062,2.304
ffhq_4232.png,3.536,9.22,2.608
ffhq_4244.png,1.0,8.062,8.062
ffhq_4251.png,2.5,9.22,3.688
ffhq_4253.png,3.041,10.05,3.304
ffhq_4261.png,2.0,9.055,4.528
ffhq_4262.png,2.0,9.055,4.528
ffhq_4268.png,2.0,9.0,4.5
ffhq_4269.png,3.041,11.045,3.632
ffhq_4274.png,2.0,9.055,4.528
ffhq_427.png,2.0,9.0,4.5
ffhq_4282.png,3.162,9.0,2.846
ffhq_4286.png,3.0,10.05,3.35
ffhq_4307.png,2.062,9.055,4.393
ffhq_4314.png,1.0,9.0,9.0
ffhq_4340.png,2.55,10.05,3.942
ffhq_4353.png,2.0,9.055,4.528
ffhq_4358.png,2.0,9.055,4.528
ffhq_435.png,2.0,9.0,4.5
ffhq_4360.png,3.0,6.083,2.028
ffhq_4367.png,3.041,10.05,3.304
ffhq_4370.png,3.041,9.0,2.959
ffhq_4374.png,3.041,11.045,3.632
ffhq_4375.png,3.041,9.055,2.977
ffhq_4376.png,2.5,8.0,3.2
ffhq_4384.png,2.0,9.055,4.528
ffhq_4392.png,2.55,10.0,3.922
ffhq_4397.png,3.041,10.05,3.304
ffhq_4398.png,4.0,9.0,2.25
ffhq_4401.png,2.0,9.055,4.528
ffhq_440.png,2.0,10.0,5.0
ffhq_441.png,5.025,12.042,2.396
ffhq_4422.png,3.0,9.0,3.0
ffhq_4426.png,3.0,9.0,3.0
ffhq_4447.png,2.0,9.0,4.5
ffhq_4459.png,1.0,8.062,8.062
ffhq_4461.png,3.041,9.055,2.977
ffhq_4464.png,4.123,12.042,2.921
ffhq_4473.png,2.0,9.0,4.5
ffhq_4479.png,2.062,9.0,4.366
ffhq_4514.png,4.0,8.0,2.0
ffhq_4517.png,2.0,10.05,5.025
ffhq_4533.png,2.0,10.05,5.025
ffhq_4536.png,2.062,10.0,4.851
ffhq_4561.png,2.5,10.0,4.0
ffhq_4572.png,1.5,6.083,4.055
ffhq_4574.png,4.0,7.28,1.82
ffhq_4580.png,2.0,8.062,4.031
ffhq_4597.png,3.0,9.0,3.0
ffhq_4599.png,5.025,11.045,2.198
ffhq_4601.png,3.0,9.055,3.018
ffhq_4607.png,1.0,8.0,8.0
ffhq_460.png,2.5,9.055,3.622
ffhq_4612.png,3.0,9.22,3.073
ffhq_4637.png,2.55,8.062,3.162
ffhq_4659.png,3.536,10.198,2.884
ffhq_4676.png,3.0,9.0,3.0
ffhq_4677.png,2.0,8.062,4.031
ffhq_4685.png,2.5,9.055,3.622
ffhq_4691.png,3.0,10.0,3.333
ffhq_469.png,3.0,9.0,3.0
ffhq_4703.png,3.536,9.0,2.546
ffhq_470.png,2.0,8.062,4.031
ffhq_4713.png,2.0,7.071,3.536
ffhq_471.png,3.162,11.18,3.536
ffhq_4721.png,1.0,10.05,10.05
ffhq_474.png,2.0,9.055,4.528
ffhq_4754.png,3.536,8.062,2.28
ffhq_4765.png,2.55,9.0,3.53
ffhq_4778.png,2.5,10.0,4.0
ffhq_4783.png,1.5,8.062,5.375
ffhq_4793.png,5.025,10.05,2.0
ffhq_4803.png,2.0,8.0,4.0
ffhq_4821.png,1.0,8.0,8.0
ffhq_4824.png,3.0,10.05,3.35
ffhq_4837.png,2.55,10.05,3.942
ffhq_4838.png,2.5,9.055,3.622
ffhq_4839.png,3.041,9.0,2.959
ffhq_4862.png,3.041,10.0,3.288
ffhq_4867.png,4.0,11.0,2.75
ffhq_4876.png,4.0,9.055,2.264
ffhq_4879.png,4.123,11.045,2.679
ffhq_4886.png,2.062,10.0,4.851
ffhq_4893.png,1.5,11.18,7.454
ffhq_4897.png,2.062,10.05,4.875
ffhq_4898.png,3.5,11.045,3.156
ffhq_4917.png,3.0,8.0,2.667
ffhq_4952.png,3.64,10.05,2.761
ffhq_4953.png,4.0,10.05,2.512
ffhq_495.png,3.0,9.055,3.018
ffhq_4961.png,3.0,8.0,2.667
ffhq_4975.png,1.581,11.045,6.986
ffhq_497.png,2.55,8.062,3.162
ffhq_4992.png,2.0,10.0,5.0
ffhq_5008.png,2.0,10.05,5.025
ffhq_5030.png,2.0,9.0,4.5
ffhq_5035.png,5.0,10.05,2.01
ffhq_5037.png,3.0,8.0,2.667
ffhq_5044.png,3.5,10.198,2.914
ffhq_5047.png,3.0,10.0,3.333
ffhq_5055.png,3.0,9.0,3.0
ffhq_506.png,5.025,12.166,2.421
ffhq_5078.png,4.0,10.05,2.512
ffhq_507.png,4.528,11.045,2.44
ffhq_5136.png,4.031,9.22,2.287
ffhq_5144.png,3.041,10.0,3.288
ffhq_516.png,4.0,10.0,2.5
ffhq_518.png,3.0,10.05,3.35
ffhq_5211.png,2.55,10.05,3.942
ffhq_5220.png,3.0,9.0,3.0
ffhq_5222.png,4.0,12.042,3.01
ffhq_5235.png,2.55,7.071,2.774
ffhq_5310.png,5.025,10.0,1.99
ffhq_5345.png,2.062,9.0,4.366
ffhq_5364.png,3.0,9.0,3.0
ffhq_5366.png,3.041,7.071,2.325
ffhq_537.png,3.0,11.0,3.667
ffhq_5398.png,3.0,6.0,2.0
ffhq_5411.png,3.0,9.055,3.018
ffhq_5420.png,3.5,10.05,2.871
ffhq_5426.png,4.61,9.22,2.0
ffhq_5432.png,3.536,9.055,2.561
ffhq_5439.png,2.0,9.055,4.528
ffhq_543.png,4.0,10.0,2.5
ffhq_5441.png,2.55,9.22,3.616
ffhq_5464.png,3.0,9.0,3.0
ffhq_5489.png,2.0,10.0,5.0
ffhq_5495.png,2.55,10.05,3.942
ffhq_5517.png,4.123,10.0,2.425
ffhq_556.png,2.062,9.0,4.366
ffhq_5641.png,2.062,10.05,4.875
ffhq_5655.png,2.55,9.0,3.53
ffhq_578.png,2.0,9.0,4.5
ffhq_583.png,3.0,8.0,2.667
ffhq_591.png,1.0,9.0,9.0
ffhq_607.png,2.5,8.062,3.225
ffhq_609.png,2.062,10.05,4.875
ffhq_60.png,2.0,9.0,4.5
ffhq_619.png,3.0,8.062,2.687
ffhq_632.png,3.0,8.0,2.667
ffhq_63.png,4.0,9.055,2.264
ffhq_641.png,2.0,10.05,5.025
ffhq_644.png,3.0,10.0,3.333
ffhq_654.png,3.041,10.05,3.304
ffhq_656.png,2.0,9.0,4.5
ffhq_661.png,2.5,9.0,3.6
ffhq_675.png,3.0,8.0,2.667
ffhq_677.png,4.0,10.0,2.5
ffhq_684.png,4.0,7.0,1.75
ffhq_689.png,4.0,10.0,2.5
ffhq_68.png,3.0,10.05,3.35
ffhq_697.png,2.0,9.0,4.5
ffhq_700.png,2.0,12.042,6.021
ffhq_705.png,2.55,10.05,3.942
ffhq_70.png,4.031,8.246,2.046
ffhq_721.png,3.0,10.198,3.399
ffhq_727.png,3.0,7.0,2.333
ffhq_729.png,1.5,9.055,6.037
ffhq_735.png,3.0,8.062,2.687
ffhq_738.png,3.0,7.071,2.357
ffhq_742.png,3.041,8.062,2.651
ffhq_746.png,2.693,10.198,3.787
ffhq_755.png,2.0,9.0,4.5
ffhq_758.png,2.0,10.0,5.0
ffhq_759.png,4.0,11.045,2.761
ffhq_75.png,2.062,4.0,1.94
ffhq_760.png,3.041,10.198,3.353
ffhq_761.png,4.031,9.22,2.287
ffhq_763.png,2.0,8.246,4.123
ffhq_764.png,2.55,8.062,3.162
ffhq_77.png,2.0,10.0,5.0
ffhq_790.png,3.041,11.045,3.632
ffhq_7.png,5.0,11.18,2.236
ffhq_806.png,0.5,10.0,20.0
ffhq_815.png,2.5,10.05,4.02
ffhq_822.png,4.0,10.05,2.512
ffhq_829.png,4.0,8.246,2.062
ffhq_847.png,2.5,11.18,4.472
ffhq_84.png,4.031,9.055,2.246
ffhq_860.png,3.5,9.055,2.587
ffhq_862.png,4.0,9.055,2.264
ffhq_863.png,2.0,10.0,5.0
ffhq_868.png,2.062,9.0,4.366
ffhq_875.png,2.693,8.246,3.063
ffhq_878.png,1.0,8.0,8.0
ffhq_889.png,3.0,6.083,2.028
ffhq_88.png,3.0,9.0,3.0
ffhq_890.png,2.0,10.05,5.025
ffhq_892.png,2.0,10.0,5.0
ffhq_893.png,3.0,8.062,2.687
ffhq_897.png,3.041,10.0,3.288
ffhq_898.png,2.5,9.0,3.6
ffhq_8.png,4.0,10.0,2.5
ffhq_900.png,2.5,8.0,3.2
ffhq_904.png,3.0,9.0,3.0
ffhq_920.png,3.162,10.05,3.178
ffhq_923.png,4.0,10.198,2.55
ffhq_931.png,2.0,9.0,4.5
ffhq_932.png,0.5,8.062,16.125
ffhq_933.png,4.123,10.05,2.437
ffhq_946.png,2.062,9.055,4.393
ffhq_96.png,2.5,8.0,3.2
ffhq_970.png,4.528,8.062,1.781
ffhq_981.png,3.0,9.0,3.0
image0000020.jpg,4.61,11.402,2.473
image0000096.jpg,2.062,12.166,5.901
image0000118.jpg,2.5,9.055,3.622
image0000195.jpg,3.041,10.198,3.353
image0000274.jpg,4.528,10.0,2.209
image0000281.jpg,4.0,12.042,3.01
image0000346.jpg,4.123,11.18,2.712
image0000399.jpg,3.0,12.0,4.0
image0000768.jpg,2.236,11.18,5.0
image0000815.jpg,4.5,12.042,2.676
image0000849.jpg,4.0,12.042,3.01
image0000896.jpg,5.025,11.045,2.198
image0001046.jpg,2.062,9.0,4.366
image0001066.jpg,3.64,11.045,3.034
image0001187.jpg,3.041,12.042,3.959
image0001225.jpg,4.0,14.0,3.5
image0001283.jpg,2.55,10.05,3.942
image0001438.jpg,4.031,10.198,2.53
image0001492.jpg,4.123,10.198,2.473
image0001501.jpg,4.5,9.055,2.012
image0001524.jpg,3.0,11.045,3.682
image0001529.jpg,3.5,10.05,2.871
image0001741.jpg,3.0,12.0,4.0
image0001748.jpg,3.0,12.042,4.014
image0001765.jpg,4.0,10.05,2.512
image0001778.jpg,3.162,9.22,2.915
image0001819.jpg,3.536,13.038,3.688
image0001892.jpg,3.162,11.045,3.493
image0001934.jpg,3.0,11.045,3.682
image0001944.jpg,3.162,11.045,3.493
image0002024.jpg,3.0,10.05,3.35
image0002163.jpg,5.0,11.045,2.209
image0002367.jpg,3.0,12.042,4.014
image0002406.jpg,8.062,14.56,1.806
image0002429.jpg,4.0,10.0,2.5
image0002455.jpg,5.0,12.042,2.408
image0002461.jpg,4.5,12.042,2.676
image0002466.jpg,4.123,11.045,2.679
image0002490.jpg,3.536,11.402,3.225
image0002524.jpg,4.031,11.402,2.828
image0002601.jpg,3.162,13.153,4.159
image0002635.jpg,2.5,12.166,4.866
image0002731.jpg,4.123,11.18,2.712
image0002805.jpg,4.031,11.705,2.904
image0003001.jpg,2.0,12.0,6.0
image0003060.jpg,5.025,15.033,2.992
image0003116.jpg,3.0,10.05,3.35
image0003171.jpg,4.123,10.44,2.532
image0003201.jpg,6.021,13.0,2.159
image0003252.jpg,2.5,9.055,3.622
image0003297.jpg,3.162,11.0,3.479
image0003315.jpg,3.5,11.045,3.156
image0003333.jpg,1.581,13.153,8.319
image0003432.jpg,3.0,11.0,3.667
image0003630.jpg,3.5,13.0,3.714
image0003669.jpg,3.0,11.045,3.682
image0003706.jpg,6.0,13.153,2.192
image0003810.jpg,3.0,9.055,3.018
image0003916.jpg,3.041,10.05,3.304
image0003971.jpg,3.64,13.153,3.613
image0004079.jpg,2.55,11.18,4.385
image0004247.jpg,3.0,11.045,3.682
image0004298.jpg,3.041,10.0,3.288
image0004369.jpg,5.025,11.045,2.198
image0004383.jpg,3.162,11.0,3.479
image0004385.jpg,2.0,12.166,6.083
image0004466.jpg,5.025,14.318,2.849
image0004498.jpg,2.5,10.05,4.02
